"Protein_group","L_A_1","L_F_3","L_A_3","H_F_2","H_E_1","H_D_3","L_E_2","H_C_3","H_C_1","L_D_1","L_D_2","L_B_2","H_A_1","H_B_1","L_E_1","H_F_3","L_D_2_2","H_E_2","L_B_3","L_C_1","H_E_3","L_E_2_2","L_C_2","H_F_1","L_C_3","L_A_2","H_B_3","H_B_2","L_F_2","H_D_2","H_D_1","H_A_2","H_C_2","L_B_1","H_A_3","L_F_1"
"SymbC1.scaffold3070.4",1142700,NA,NA,969931,189989,884381,1089700,1107940,795169,942402,NA,NA,514577,NA,NA,NA,NA,2165220,NA,NA,1427420,1013070,1334300,134089,NA,1794110,154334,NA,NA,NA,802316,1243630,1262550,195976,595648,NA
"SymbC1.scaffold3070.7",16410500,49150600,61344000,22483100,42244200,15281600,24460800,11194100,4127490,43760600,43901300,18341600,3209810,5475090,41604900,30738300,57990700,14041400,53345500,14079200,9307050,30844700,12981900,40583000,10910400,55867600,19064100,10808400,6541970,13118500,1362070,20121000,8875200,48530400,17446300,8686820
"SymbC1.scaffold3080.6",NA,NA,1386310,NA,1879840,500732,NA,NA,NA,NA,NA,NA,NA,NA,NA,581386,1600020,NA,NA,NA,NA,501372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1576290,NA
"SymbC1.scaffold3084.4",2287600,2203480,4171710,2538410,6404620,2751050,3012160,3973010,1423470,2172650,2907380,NA,1675130,NA,1820240,1479570,1308470,4048170,2259800,2133970,3133950,2892920,2314230,5181670,2530030,3658050,NA,NA,1184330,3506140,1022760,3776710,2898470,NA,4551340,1529950
"SymbC1.scaffold3086.2",NA,NA,180072,NA,446450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3087.1",1720340,1368310,1888790,1730430,1377020,890104,1266470,1119880,700803,1743940,NA,NA,NA,NA,1273910,811927,1054530,1679560,NA,NA,1423870,1527350,818318,1390880,NA,2201630,NA,NA,NA,NA,NA,1236800,NA,NA,924785,NA
"SymbC1.scaffold3089.3",1218890,6645040,8171550,1745500,6952260,1424130,1906910,2822320,NA,5319400,6387940,7481530,NA,3734730,3234960,1922530,4446830,1735610,3592490,NA,1857250,2927970,714562,6844400,NA,9915060,5938890,3737920,628813,1496880,NA,3053910,1193390,10568900,6139930,NA
"SymbC1.scaffold3096.1",396716,1358720,1919860,1108260,1638260,1155820,1317700,948401,594577,1655310,2227310,NA,NA,NA,1004570,546602,577129,1237940,1035500,1506960,582774,1609830,616202,2509320,1152780,2184170,NA,NA,1097620,1154840,621579,1323930,700317,NA,1085860,NA
"SymbC1.scaffold3099.3",248760,NA,251980,252148,NA,159944,NA,345136,NA,365452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3103.4",1207720,579686,1791920,1705910,1913800,954187,1476650,1376500,506734,1126820,NA,NA,NA,NA,757990,NA,NA,NA,NA,NA,1074650,1376980,437287,NA,NA,1427790,NA,NA,NA,941785,NA,1045550,1231880,NA,893898,NA
"SymbC1.scaffold3106.3",1358830,NA,NA,NA,NA,NA,598340,NA,NA,NA,NA,875462,1903300,NA,NA,NA,NA,720288,NA,1806110,NA,NA,2178070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467200
"SymbC1.scaffold3119.1",NA,NA,508104,1475780,711337,NA,NA,721792,NA,NA,NA,NA,NA,NA,NA,NA,NA,908987,NA,979561,655413,NA,NA,1326060,NA,NA,NA,NA,NA,NA,NA,420847,NA,NA,NA,NA
"SymbC1.scaffold3123.1",3082650,2779070,6092280,3594350,4212480,2472530,2848560,3715690,1425400,3123550,1484830,2455060,1432670,2070830,2996600,1679440,1608740,4061780,2468440,2018530,3449780,3166180,2544620,3300570,1958970,4614280,3336810,3093100,955884,2813810,932509,3775310,3109450,3209240,2042590,1278590
"SymbC1.scaffold313.11",8413360,5086520,9158560,9813520,7591330,6336610,7445210,11764800,6045970,4535160,5550380,2781000,7878540,2791350,7702890,2310350,2720270,15693800,3686580,7860170,9653240,8226170,8424260,11236200,11790600,10822000,6318380,4134700,8401710,8118860,5658670,7946820,11301500,4416610,6967240,7225180
"SymbC1.scaffold314.5",3288300,4289990,9659560,3905280,4375100,2277090,3525880,2215770,629726,5410870,3601220,3185100,NA,1408430,5621840,2615680,4282740,2403680,4746690,1788690,1383690,3373750,1796800,3695440,2156790,4521620,4027410,2007610,2931300,1546430,NA,3397340,1440800,5215160,2643000,3353000
"SymbC1.scaffold314.7",736570,336039,755262,1341980,564621,568695,829221,791371,461818,705021,826217,NA,NA,NA,600034,322586,484536,1009000,562356,1417990,824062,994177,574639,986435,656265,878881,NA,NA,NA,539783,NA,708091,821390,NA,520427,NA
"SymbC1.scaffold3142.3",NA,NA,1092240,1228260,586128,485703,519858,647687,NA,687785,1148530,705079,NA,NA,NA,317771,706514,705116,705944,461230,NA,682447,NA,1184700,NA,861712,937259,597394,NA,NA,NA,691353,NA,871433,932616,NA
"SymbC1.scaffold3145.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1878390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3151.1",NA,NA,397141,559841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3153.6",5272250,1839610,6571630,10864900,5952790,2835770,6801700,3260380,2794040,3678470,3809420,NA,7347240,2794870,7078850,1955610,1980640,5473320,4674560,9268390,7340240,6202430,3094810,10434900,3882680,9572400,2085220,2309450,10838700,4031150,3014110,6702380,7746510,2818830,5523340,2323540
"SymbC1.scaffold3154.1",NA,NA,NA,378259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3156.2",17702500,34242300,53992800,42277900,53477700,19360000,26119700,28432800,8271420,49059300,29296200,16696800,5821950,8130070,28558800,32373700,33205900,28029500,40467300,18311600,18595900,36848700,18837600,46278400,18396900,43748500,31887000,14589700,16109000,15471500,4308130,30297000,13793700,39727600,33516300,18001900
"SymbC1.scaffold3157.2",5611540,14383900,20937200,10068600,16322600,8813600,8068290,10171100,2589550,21133800,16242200,NA,2349240,NA,17295500,7336970,18831200,6402510,9046680,2696450,8930640,15232000,6464800,13607500,5612660,18019100,NA,NA,2946750,6998050,1669960,8385760,7527170,NA,17449600,5365350
"SymbC1.scaffold316.13",NA,NA,NA,167253,277477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold316.20",4118210,18348100,24122300,12022100,22214700,5855460,9849660,7704970,1828870,18194900,16305400,NA,818700,NA,9865830,13314900,15764300,4021500,13414000,2538570,3296380,15193500,2308860,13505800,2607520,17494300,NA,NA,3530160,4435870,NA,6534170,3047460,14991900,10698100,4055770
"SymbC1.scaffold3161.5",663788,NA,711637,912261,491073,376638,585685,893876,NA,749788,NA,NA,NA,NA,NA,NA,NA,NA,474804,NA,NA,1008020,NA,NA,NA,1337230,NA,NA,NA,NA,NA,748469,722153,NA,NA,NA
"SymbC1.scaffold3169.3",1494100,NA,1893860,1020390,694566,898679,NA,1126580,678058,663956,NA,NA,NA,NA,514553,NA,NA,787657,NA,NA,NA,554068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3177.1",588864000,2130840000,2286810000,1011580000,1912020000,672471000,1049510000,802694000,210173000,2210570000,1911540000,411742000,172497000,350103000,1582840000,1236170000,1692320000,619284000,1737020000,498115000,445348000,1538800000,449580000,1754480000,483904000,2186350000,455588000,258116000,531974000,598306000,174118000,1014860000,472794000,594544000,1126910000,603185000
"SymbC1.scaffold3179.1;SymbC1.scaffold3179.2",1866620,3288560,5269810,4474080,6713470,3292030,3010550,4687330,1209000,3940780,7779280,4501480,1561850,1928880,2557700,2523850,2907780,5126960,2985170,1591280,2679240,3679460,2113550,6839000,1976860,6087760,3484220,2769230,1972620,2563360,888218,4389460,2733650,3517960,5556130,2786970
"SymbC1.scaffold318.11",NA,NA,NA,NA,NA,84041.5,NA,160580,NA,120788,NA,NA,NA,NA,NA,NA,80311.5,NA,NA,NA,83533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3183.5",834379,949632,4139280,1309590,4058500,NA,1242720,1090630,NA,1113610,2625870,NA,NA,NA,NA,2626700,NA,NA,2005640,NA,1016940,NA,653287,3007380,NA,1098560,NA,NA,NA,NA,NA,1369450,NA,NA,2492780,479708
"SymbC1.scaffold3185.2",NA,NA,NA,285149,NA,NA,NA,NA,NA,202250,NA,225167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3188.2",NA,NA,NA,NA,302753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3192.2",1118140,6054380,8110220,2756280,7051290,1032040,1560600,2501160,NA,5978490,9457760,NA,NA,NA,3090320,5474840,8262190,1415240,4512200,NA,1263410,2206410,1086740,5270070,1018590,6312380,NA,NA,NA,NA,NA,1922430,515893,5281670,3132770,NA
"SymbC1.scaffold3197.1",2511570,2114220,3392050,2664000,2614720,2078480,3012220,2638090,2219160,2135240,1926170,1785590,2505780,1690840,3293890,623730,1171420,3930810,1739150,2589190,3655350,3407370,3207950,4047120,2870240,4497650,1365440,1233600,2485590,2106930,1547420,3088130,3528250,913922,2956560,2477100
"SymbC1.scaffold3201.7",3599350,5860860,8602080,8861040,7527890,4384480,3577260,3876400,1852640,5768390,7196320,3096530,NA,1756390,5836390,3474180,5062400,5005860,5936720,2968470,3730950,6601120,3377370,9116710,2597430,7748190,3375360,2507690,3584250,NA,1304470,6885310,2973390,3297180,6453620,4463480
"SymbC1.scaffold3205.1",13390100,12685300,18142200,19556100,12426000,14280400,13918800,15198900,10597800,12132600,16650200,5027060,20777700,3760720,15890000,6948030,7922550,28311600,11229200,24387400,20046800,18669300,16356700,29679900,22891900,26166400,7572400,4474070,24220200,19407900,13443700,20418600,17256400,5648410,17626300,17027900
"SymbC1.scaffold3210.2",NA,NA,223943,340434,334771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3214.2",2529940,2299320,3989640,3597700,3797010,2222560,3216310,3234690,1692270,3225030,1949620,2325020,2248550,2494390,2724420,NA,1751240,6188760,2108980,3229360,2625050,3593990,2871910,4534180,2774930,5772970,2794510,2561420,2287340,3270320,1559620,4136040,3284460,NA,3026940,1353780
"SymbC1.scaffold3216.5",1755680,929698,2544420,2752420,2134610,1877800,1971870,2231270,1175590,1695720,1509840,NA,2299410,NA,1955160,478002,666477,3205060,991837,853378,2731180,1709670,2426150,2676320,1785370,2765870,474385,NA,1066090,1340170,821182,2074830,1991640,NA,1645380,NA
"SymbC1.scaffold322.4",NA,222966,550277,361604,330758,NA,NA,NA,NA,251224,NA,NA,NA,NA,NA,283121,NA,NA,476304,NA,289984,341596,NA,550920,NA,NA,NA,NA,365127,NA,NA,402050,NA,NA,NA,NA
"SymbC1.scaffold322.8",NA,NA,546590,778816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575099,717030,NA,751692,NA,NA,NA,NA,1036890,NA,NA,NA,NA,NA,NA,NA,672997,NA,NA,1249550,NA
"SymbC1.scaffold3223.5",NA,NA,NA,532643,552206,NA,421877,601425,NA,525445,598799,NA,NA,NA,233668,NA,NA,NA,217730,NA,NA,NA,NA,610502,NA,NA,NA,NA,NA,NA,NA,331917,NA,NA,371631,NA
"SymbC1.scaffold3227.3",NA,NA,NA,439614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358615,NA,318568,NA,NA,NA,NA,NA,NA,NA,NA,289989,NA
"SymbC1.scaffold3233.6",6324530,16531000,25277000,14814300,20570300,9200540,13346500,15001500,3804930,21940600,24021700,NA,4798990,NA,13520100,8293170,11207200,16548900,14098000,6743150,10384700,13552100,8354110,28446600,8155370,28879000,NA,NA,6467850,12004600,3419530,14446200,8070530,NA,14147000,6285710
"SymbC1.scaffold3239.3",1219040,1222700,2141110,2352030,1465790,1535870,1824280,2093990,1308080,2200560,1354470,2467630,2044920,2611480,2088160,740858,963146,2860510,1451670,2181420,1822900,1904520,1917820,2283140,2448500,2995200,1372190,1860650,2570020,2763990,1680810,2288700,2142220,2205490,1371830,1789190
"SymbC1.scaffold324.13",648228,1469130,2623780,1007300,1890870,NA,826630,NA,NA,1300040,1954330,788141,NA,NA,NA,1171580,1192840,365150,873995,NA,NA,1018970,NA,1407910,NA,1690040,NA,NA,NA,NA,NA,NA,NA,NA,1142220,NA
"SymbC1.scaffold3256.4",719141,1831300,1230340,1161150,500036,NA,NA,NA,NA,1349590,NA,NA,NA,NA,NA,663275,821020,NA,1125950,NA,NA,NA,NA,1342290,NA,1694610,NA,NA,770835,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3269.4",915049,1160170,1690080,583429,1047030,924003,2180010,2241120,672513,619673,NA,1644540,1233940,1711630,1520350,NA,NA,2980550,NA,NA,1281090,1714040,1886000,1008500,2639750,1834530,1747530,1196680,NA,NA,1022250,1792830,1362050,869905,1743790,1400420
"SymbC1.scaffold3278.4",1606150,663780,1616920,1527250,1256800,1492850,1837150,1569640,1026940,1384180,1455950,NA,1580880,NA,1514150,558105,813185,2949860,1100440,2550500,1643070,1613650,1484410,2160740,2161720,2121330,NA,NA,2968210,NA,1574830,2140290,2191640,NA,1602650,2179880
"SymbC1.scaffold3279.5",NA,1029760,1437480,942640,665102,NA,889708,1064380,NA,1107260,1648980,2753570,NA,1671970,432044,NA,NA,811912,390102,NA,540763,NA,596594,1646360,530322,658528,2178550,2085310,555038,NA,NA,797332,NA,1521930,906195,NA
"SymbC1.scaffold328.20",2477200,8333210,10197700,9152900,11070700,4082190,6219800,4865480,1239080,14349100,11126100,7293040,1111370,2915650,7020180,3672520,7230920,3715750,6282050,2366790,2907580,7056040,2579470,10095200,2351430,9014650,7515120,4590590,2048790,2216500,NA,5147160,2610900,5797270,6469900,2865440
"SymbC1.scaffold3280.1",NA,NA,NA,312113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3280.6",1033550,NA,2138210,1569750,1446830,791362,1040950,906170,603651,1297930,1029690,NA,1295690,NA,NA,355091,NA,1942500,NA,1547760,1134180,1309340,1069640,2315030,NA,1901930,NA,NA,1523710,NA,620913,1520520,1250730,NA,1420050,NA
"SymbC1.scaffold3282.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179900,NA,NA,NA,NA,NA,NA,1631370,NA,NA
"SymbC1.scaffold3285.2",1534100,1519220,3973520,2650160,4328640,1451900,2466300,2304400,509301,2496500,2892300,NA,774548,NA,1094540,944009,874576,2155720,1586650,633932,1241050,2550190,800734,3623710,1037600,2342270,NA,NA,456788,1387940,NA,2458670,1916020,NA,1326950,NA
"SymbC1.scaffold3298.2",NA,NA,NA,NA,369556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254472,268123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3300.2",2620850,1828530,4456170,553431,2358310,2406210,2658870,3298970,2367810,724712,2819540,3756220,3129000,2932930,2594580,1843280,1614610,6891740,1902440,3403790,4848160,3521650,4222180,5414970,3444820,4632160,1743320,1994790,2394220,3164630,4558720,5697040,5271940,NA,3225650,1178950
"SymbC1.scaffold3306.5",1689380,1268400,3484330,2082990,2417920,1915690,1350100,2545750,1677250,1701250,1876630,2394310,1103530,3068760,1218190,872846,2160830,3085450,997471,NA,2173910,1646280,1337210,1986360,1473150,3033080,3905110,3641300,1398740,2545080,843498,3247960,2708650,2786260,4658170,NA
"SymbC1.scaffold3312.1",455540,259677,561809,411668,321482,276749,360457,523352,170619,301555,NA,NA,NA,NA,NA,NA,NA,616715,NA,NA,422271,605189,282506,319520,NA,NA,NA,NA,NA,NA,NA,691239,415951,NA,NA,NA
"SymbC1.scaffold3317.3",NA,NA,NA,NA,501452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3330.4",1654620,665855,2102580,1518630,1001090,1614370,NA,1669700,1315920,1613860,1462300,NA,1314270,NA,867358,313349,654281,2329890,324414,673171,940071,960317,1213870,1200890,1242510,1751480,NA,NA,NA,1766140,1238930,1696280,1156360,NA,1218040,NA
"SymbC1.scaffold3330.9",NA,776446,1593410,1056150,2169370,NA,452975,457543,NA,1140630,2426750,NA,NA,NA,NA,919989,1297910,NA,1010130,NA,NA,624736,NA,1565690,NA,1267910,NA,NA,NA,NA,NA,494145,NA,NA,1229950,NA
"SymbC1.scaffold3333.1",1998890,899670,1746850,2069830,1308090,946916,1412330,1951660,963475,1089440,1041960,1659200,1480260,1475140,1622430,858853,712031,3008360,1528180,2739710,1945760,2092420,1878140,3536230,1666470,1986530,989581,853394,2511050,960542,1068560,2027010,1985690,931877,1278400,1211550
"SymbC1.scaffold3335.3",NA,38254100,NA,NA,NA,NA,NA,NA,NA,NA,NA,12872500,NA,9554360,NA,NA,NA,7401270,NA,NA,NA,NA,6118230,NA,8319790,NA,16802100,12162600,NA,NA,NA,NA,NA,20473900,NA,11866500
"SymbC1.scaffold335.2",1200370,590855,1461830,1471940,1164890,1024240,1236900,NA,NA,589597,NA,2361490,871495,1414330,1542200,564511,NA,1857950,1014450,1289450,NA,1124320,1509790,1975390,NA,1307480,1758390,1426140,1692380,NA,NA,1198390,1238350,1031450,1447030,NA
"SymbC1.scaffold335.3",2047730,NA,2147320,2192450,1795980,1539220,NA,1511320,NA,NA,NA,NA,NA,NA,1283650,NA,NA,2249090,NA,NA,NA,NA,1714160,NA,NA,NA,NA,NA,NA,NA,NA,1067040,1596430,NA,NA,NA
"SymbC1.scaffold3351.1",5319030,5172690,6392640,9394050,4573360,4425780,7592300,4925220,3042530,6577720,6795780,NA,5454790,NA,7014420,2661840,3674170,8284340,6628040,10446400,6451480,8696480,6620710,8644050,7041920,11423000,NA,NA,12241900,6192730,2768650,6335690,5973040,NA,6602930,6751840
"SymbC1.scaffold3351.4",1655400,2411010,3510600,1855970,3378180,1680660,1917190,1271770,NA,2132890,2734990,NA,NA,NA,NA,1071770,2287240,952982,1993210,NA,NA,1477860,NA,1955080,783042,2237200,NA,NA,1359590,NA,NA,1581130,1241020,NA,2562390,1346840
"SymbC1.scaffold3353.3",15663800,15632500,37398100,15193900,35277700,20066700,21600900,31253400,12694600,23698100,42917200,22530900,10028100,14736200,17643000,12723800,15225600,28853600,20457200,13438500,21435300,22605400,12793500,45628100,14788200,30266100,17839800,16318100,9484900,22005600,7337020,28987600,19822900,20876000,30590200,11391800
"SymbC1.scaffold3365.1",NA,NA,815661,482248,764216,565587,426339,638680,208105,491569,739550,NA,NA,NA,NA,NA,NA,696236,NA,NA,NA,631306,NA,742129,NA,593552,NA,NA,NA,NA,NA,537617,646256,NA,464132,NA
"SymbC1.scaffold3367.6",201463,NA,367179,NA,390277,247883,NA,666729,NA,523903,NA,NA,NA,NA,NA,NA,NA,239237,NA,NA,NA,NA,NA,333169,NA,521226,NA,NA,NA,193838,NA,NA,NA,NA,179926,NA
"SymbC1.scaffold3371.1",NA,387965,689167,961367,462663,537643,684910,665777,463642,810524,581575,NA,656231,NA,NA,158222,222111,1350080,NA,805294,NA,774166,688132,1211020,870733,1262640,NA,NA,1128200,884804,445865,833585,851153,NA,866371,666644
"SymbC1.scaffold3373.7",761260,2835170,2676630,2164580,1265740,1713170,1286390,555753,NA,4425400,2402320,NA,NA,2380600,1135310,378797,652680,1308090,1148510,1224000,NA,1240880,592215,2593140,1220740,2571420,1311840,NA,2492910,978300,400904,1627320,NA,1810390,NA,1080260
"SymbC1.scaffold3373.8",473763,1654950,1697070,924419,697640,888002,NA,539868,NA,2660710,1204590,NA,NA,NA,NA,592309,1006910,600920,819330,NA,NA,NA,NA,1162410,NA,1291250,NA,NA,NA,NA,NA,478926,NA,NA,NA,NA
"SymbC1.scaffold339.11",1202870,2213780,4552030,1858360,3685900,1099010,2629350,1351810,342248,3279240,2073950,NA,NA,NA,3040760,1120980,2068000,1555910,2300120,852384,1212980,2539110,1144820,2622240,954756,4335560,NA,NA,NA,759426,NA,1837980,969525,NA,2018690,1022560
"SymbC1.scaffold339.13",867140,877536,1335330,534373,663183,625968,705210,597706,564990,1137450,1272750,817218,NA,951352,479496,NA,825499,1083350,645361,NA,785669,481579,586068,774846,NA,1211260,641587,NA,NA,NA,NA,813946,NA,592874,826629,NA
"SymbC1.scaffold339.8",808992,NA,NA,1430790,NA,NA,NA,731799,NA,339576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3397.1",NA,1055840,2050480,1897460,1474840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold3402.1",23838900,15132800,30089500,16129800,23632800,14647000,14810900,20498600,11093800,18701200,13036900,14655500,11318800,11091800,21763300,7088230,11985300,23217500,11224400,13318700,17823900,21220900,20562000,21748200,18805400,29563500,17901200,10498400,9919530,11281400,6672230,25587800,16897700,12542500,19087200,12388100
"SymbC1.scaffold3403.1",574549,NA,817312,1124570,531492,379483,596658,696291,NA,480421,NA,NA,NA,NA,NA,NA,NA,1080620,NA,NA,NA,514132,NA,NA,NA,NA,NA,NA,863790,NA,NA,550522,1080730,NA,NA,NA
"SymbC1.scaffold3412.1",3491970,3994360,7719510,4364370,6007320,2686270,2920700,4504520,2171320,4746410,3101370,2715190,1763320,2371980,3855030,3433770,3730640,3725080,4146050,2163010,3682400,4518060,3175470,5463870,2988010,5420070,4491120,2006490,2443860,2357850,1250040,4549510,2978060,5495830,5736090,2515660
"SymbC1.scaffold3414.3",17782200,8442620,29976600,29034800,13615200,16950200,24149800,18487300,12544300,12595900,19475900,21332500,29038000,17696800,26712100,8107710,6372950,31573500,20430200,44337900,29139300,22117900,20688200,48224100,25006100,36314200,14109400,10162100,45297900,17522400,14618500,34987300,36071800,8399120,23863600,12148500
"SymbC1.scaffold3422.8",NA,424798,920382,1176770,508416,474385,667312,1234850,658704,912976,NA,1479820,NA,1167680,NA,NA,NA,1889480,NA,NA,1213440,658767,892370,NA,NA,840198,466538,775967,925266,NA,974240,983614,1361280,945254,680580,NA
"SymbC1.scaffold3427.3",1439580,2361020,4002880,3928210,2847740,2421360,4463080,NA,NA,2279990,5514680,5498110,NA,2080150,NA,NA,1421640,NA,NA,2368240,NA,2722830,1144040,4011830,NA,3035300,4804240,4335070,1864830,NA,NA,2746420,NA,3176600,2738700,958610
"SymbC1.scaffold3428.2",4351380,7347850,4729870,16087000,7818470,6275940,9042260,8378820,3221320,8283690,7394810,6346090,2812660,3653080,8594990,5716820,4119360,9615460,7966190,8040620,8117370,8178830,7494500,20715000,9356520,6391380,4672480,3548990,13122500,4862730,3965600,4655360,6855840,5362900,4228590,8710460
"SymbC1.scaffold3428.3",2482040,4282410,2490860,8536400,3100310,3627500,5177840,5321040,2279000,4555970,3211880,2127050,2096610,1246060,4992510,2762370,1932580,6290940,3768190,5334850,4472700,4266390,4046410,9177840,5712840,2838830,1193320,1105600,6403180,3226590,2930450,2674420,3811910,1806740,2206030,4804470
"SymbC1.scaffold3428.5",NA,221282,480518,300407,656761,141167,NA,504085,NA,NA,NA,NA,NA,NA,NA,201213,NA,1013220,456768,NA,NA,113473,NA,668718,NA,590634,NA,NA,272859,536972,NA,915343,346760,NA,NA,NA
"SymbC1.scaffold3432.4",NA,NA,504997,467920,217993,NA,452886,512702,273742,311647,NA,250112,336736,NA,NA,NA,NA,945159,NA,NA,518894,313651,373555,550367,354308,592989,NA,NA,NA,NA,NA,531989,765170,NA,NA,NA
"SymbC1.scaffold3439.2",2401160,NA,4570230,7078450,3259460,2157410,NA,2729580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold344.1",NA,NA,573830,662134,1035030,NA,NA,NA,NA,471237,NA,NA,NA,NA,NA,322177,NA,NA,NA,NA,NA,611555,NA,561867,NA,787687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SymbC1.scaffold344.6",1253110,NA,1083840,1471760,1018930,1148630,863426,1168880,923664,NA,NA,NA,1496260,NA,859225,NA,NA,NA,NA,1264320,1472930,1208210,1190800,1686830,1510570,1104240,NA,NA,1397720,1384440,1428460,1625210,2013470,NA,1418310,NA
